# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_31	cds	60721	61632	-	HENGBM_01772	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZCV1
contig_31	cds	61726	62553	-	HENGBM_01773	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZEQ9
contig_31	cds	62795	64420	+	HENGBM_01774	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZHF5
contig_31	cds	64428	64745	-	HENGBM_01775	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00047BEE1A
contig_31	cds	64941	65543	+	HENGBM_01776	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W567
contig_31	cds	65656	66333	+	HENGBM_01777	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W180
contig_31	cds	66330	67676	+	HENGBM_01778	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B88859
contig_31	cds	67673	68362	-	HENGBM_01779	449.0	9.9e-160	1.0	1.0	0.996	UniRef:UniRef90_A0A9Q3W5N2
contig_31	cds	68369	68932	-	HENGBM_01780	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W664
contig_31	cds	69306	70544	+	HENGBM_01781	827.0	8.6e-303	1.0	1.0	0.976	UniRef:UniRef90_K0C5J7
contig_31	cds	70565	70987	-	HENGBM_01782	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B84040
contig_31	cds	71102	72412	-	HENGBM_01783	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8DF4B
contig_31	cds	72409	72960	-	HENGBM_01784	352.0	7.8e-123	1.0	1.0	0.956	UniRef:UniRef90_K0CB36
contig_31	cds	73046	74089	-	HENGBM_01785	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006D5C4C5
contig_31	cds	74291	75751	-	HENGBM_01786	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0024E2354B
contig_31	cds	75929	76351	+	HENGBM_01787	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8AA55
contig_31	cds	76466	77113	+	HENGBM_01788	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8875E
contig_31	cds	77147	78400	-	HENGBM_01789	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZHF7
contig_31	cds	78402	79055	-	HENGBM_01790	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W3Y4
contig_31	cds	79211	80431	-	HENGBM_01791	759.0	2.5e-276	0.995	0.995	0.973	UniRef:UniRef90_K0C807
contig_31	cds	80459	81970	-	HENGBM_01792	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8D8A9
contig_31	cds	82014	82481	-	HENGBM_01793	291.0	2.5e-99	1.0	0.987	0.948	UniRef:UniRef90_K0CB24
contig_31	cds	82484	83449	-	HENGBM_01794	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006D5C787
contig_31	cds	83511	84470	-	HENGBM_01795	563.0	1.1e-201	0.997	0.994	0.912	UniRef:UniRef90_K0C5I5
contig_31	cds	84508	85662	-	HENGBM_01796	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8AD54
contig_31	cds	85705	86745	-	HENGBM_01797	647.0	3.7e-234	1.0	1.0	0.988	UniRef:UniRef90_A0A9Q3W4Y3
contig_31	cds	86951	88948	-	HENGBM_01798	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B89909
contig_31	cds	88970	90139	-	HENGBM_01799	785.0	2.9e-287	1.0	1.0	0.997	UniRef:UniRef90_A0A9Q3W6N5
contig_31	cds	90428	90820	+	HENGBM_01800	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZCK2
contig_31	cds	90842	91471	-	HENGBM_01801	398.0	5.8e-140	0.995	0.995	0.918	UniRef:UniRef90_UPI00105E83A8
contig_31	cds	91771	92961	+	HENGBM_01802	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZCV9
contig_31	cds	92983	93309	+	HENGBM_01803	-	-	-	-	-	-
contig_31	cds	93225	94775	-	HENGBM_01804	940.0	0.0	1.0	0.983	0.928	UniRef:UniRef90_K0CAI8
contig_31	cds	94998	95951	+	HENGBM_01805	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8C86C
contig_31	cds	95921	96163	-	HENGBM_01806	-	-	-	-	-	-
contig_31	cds	96586	97656	+	HENGBM_01807	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7E6C6
contig_31	cds	97696	99003	-	HENGBM_01808	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8A24C
contig_31	cds	99149	99484	-	HENGBM_01809	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004CDEF84
contig_31	cds	99530	99685	+	HENGBM_01810	-	-	-	-	-	-
contig_31	cds	99616	100503	-	HENGBM_01811	601.0	2.0e-217	1.0	1.0	0.969	UniRef:UniRef90_A0A9Q3W1A0
contig_31	cds	100569	101018	-	HENGBM_01812	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001E453D20
contig_31	cds	101258	101833	+	HENGBM_01813	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B80161
contig_31	cds	102021	102443	-	HENGBM_01814	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W685
contig_31	cds	102611	103126	-	HENGBM_01815	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4F3
contig_31	cds	103194	103589	+	HENGBM_01816	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4Z0
contig_31	cds	103598	104071	-	HENGBM_01817	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W3W5
contig_31	cds	104088	104816	-	HENGBM_01818	387.0	2.5e-135	0.851	1.0	0.966	UniRef:UniRef90_K0CB01
contig_31	cds	104840	105523	+	HENGBM_01819	448.0	2.8e-159	1.018	1.0	0.944	UniRef:UniRef90_K0C832
contig_31	cds	105542	106147	+	HENGBM_01820	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B883ED
contig_31	cds	106157	106804	-	HENGBM_01821	393.0	2.6e-137	0.991	0.835	0.925	UniRef:UniRef90_A0A9Q3ZCW4
contig_31	cds	106905	108065	+	HENGBM_01822	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B833D8
contig_31	cds	108084	109085	-	HENGBM_01823	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B83642
contig_31	cds	109153	109587	-	HENGBM_01824	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8A599
contig_31	cds	109913	110350	+	HENGBM_01825	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B83F70
contig_31	cds	110373	110759	+	HENGBM_01826	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W549
contig_31	cds	110892	112094	-	HENGBM_01827	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B88931
contig_31	cds	112116	113402	-	HENGBM_01828	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8E72B
contig_31	cds	113399	113941	-	HENGBM_01829	350.0	3.3e-122	0.989	1.0	0.994	UniRef:UniRef90_A0A9Q3W500
contig_31	cds	113941	114978	-	HENGBM_01830	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004BC4418
contig_31	cds	115085	115843	-	HENGBM_01831	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W6Q5
contig_31	cds	116020	117231	+	HENGBM_01832	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZCL4
contig_31	cds	117353	118114	+	HENGBM_01833	484.0	2.1e-172	0.964	0.910	0.984	UniRef:UniRef90_K0C7X1
contig_31	cds	118111	120630	+	HENGBM_01834	1360.0	0.0	1.0	1.0	0.951	UniRef:UniRef90_K0CAF0
contig_31	cds	120630	121271	+	HENGBM_01835	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZET1
contig_31	cds	121264	122007	+	HENGBM_01836	468.0	1.3e-166	1.0	1.0	0.996	UniRef:UniRef90_A0A9Q3ZHG6
contig_31	cds	122096	122728	+	HENGBM_01837	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B85279
contig_31	cds	122842	123228	+	HENGBM_01838	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8B762
contig_31	cds	123259	123792	-	HENGBM_01839	164.0	1.4e-48	1.006	0.989	0.511	UniRef:UniRef90_UPI00234AF9D9
contig_31	cds	123853	124416	-	HENGBM_01840	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8FC58
contig_31	cds	124503	125174	-	HENGBM_01841	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00047BF76C
contig_31	cds	125201	125518	-	HENGBM_01842	175.0	4.6e-55	1.0	1.0	0.810	UniRef:UniRef90_K0C809
contig_31	cds	125540	126409	-	HENGBM_01843	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W5S4
contig_31	cds	126777	127211	-	HENGBM_01844	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W6A7
contig_31	cds	127201	127539	-	HENGBM_01845	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8FD8A
contig_31	cds	127597	127875	-	HENGBM_01846	183.0	7.9e-59	1.0	1.0	0.989	UniRef:UniRef90_A0A9Q3W510
contig_31	cds	127920	128552	-	HENGBM_01847	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B855AA
contig_31	cds	128560	128847	-	HENGBM_01848	176.0	7.8e-56	1.0	1.0	0.947	UniRef:UniRef90_A0A9Q3W6R4
contig_31	cds	129314	130153	+	HENGBM_01849	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8FD19
contig_31	cds	130170	130532	-	HENGBM_01850	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZG22
contig_31	cds	130529	131152	-	HENGBM_01851	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8DBE6
contig_31	cds	131175	132416	-	HENGBM_01852	732.0	2.9e-265	1.0	1.0	0.969	UniRef:UniRef90_K0CAX0
contig_31	cds	132473	132778	-	HENGBM_01853	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B83D22
contig_31	cds	132826	133812	-	HENGBM_01854	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8FA8F
contig_31	cds	133964	134590	-	HENGBM_01855	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8E09F
contig_31	cds	134718	136934	-	HENGBM_01856	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W1D0
contig_31	cds	137110	137673	+	HENGBM_01857	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W565
contig_31	cds	137661	138575	+	HENGBM_01858	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B92129
contig_31	cds	138810	141113	+	HENGBM_01859	1444.0	0.0	1.0	1.0	0.943	UniRef:UniRef90_K0CA74
contig_31	cds	141114	142316	+	HENGBM_01860	784.0	2.8e-286	1.0	1.0	0.948	UniRef:UniRef90_UPI0009B6BAAB
contig_31	cds	142341	142793	-	HENGBM_01861	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8D604
contig_31	cds	142841	145168	-	HENGBM_01862	1549.0	0.0	1.0	1.0	0.974	UniRef:UniRef90_K0C7S6
contig_31	cds	145400	145906	-	HENGBM_01863	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8599B
contig_31	cds	145985	146398	-	HENGBM_01864	296.0	7.1e-102	1.0	0.851	0.993	UniRef:UniRef90_A0A9Q3W401
contig_31	cds	146470	146700	-	HENGBM_01865	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8974B
contig_31	cds	146718	147362	-	HENGBM_01866	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8109D
contig_31	cds	147396	147704	-	HENGBM_01867	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B83137
contig_31	cds	147781	148029	-	HENGBM_01868	168.0	3.5e-53	1.0	1.0	0.988	UniRef:UniRef90_K0C5A4
contig_31	cds	148042	148449	-	HENGBM_01869	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8EE1A
contig_31	cds	148446	148937	-	HENGBM_01870	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8C92E
contig_31	cds	148974	149390	-	HENGBM_01871	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B82F37
contig_31	cds	149917	150303	-	HENGBM_01872	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00047CE114
contig_31	cds	150560	151627	-	HENGBM_01873	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F377415
contig_31	cds	151848	152303	-	HENGBM_01874	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B83EAD
contig_31	cds	152372	152809	-	HENGBM_01875	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W442
contig_31	cds	153089	153571	-	HENGBM_01876	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B829AE
contig_31	cds	153564	154250	-	HENGBM_01877	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0013782A1C
contig_31	cds	154377	154976	-	HENGBM_01878	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B830F7
contig_31	cds	155326	156798	-	HENGBM_01879	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8D9B8
contig_31	cds	156795	158171	-	HENGBM_01880	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8610D
contig_31	cds	158268	158654	-	HENGBM_01881	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B89054
contig_31	cds	158681	159778	-	HENGBM_01882	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7F85A
contig_31	cds	160009	160524	+	HENGBM_01883	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8163B
contig_31	cds	160521	161465	+	HENGBM_01884	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7E81F
contig_31	cds	161560	163959	+	HENGBM_01885	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7F778
contig_31	cds	163963	165348	+	HENGBM_01886	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B872BA
contig_31	cds	165407	168556	-	HENGBM_01887	2085.0	0.0	1.0	1.0	0.999	UniRef:UniRef90_UPI0004B811B2
contig_31	cds	168569	169927	-	HENGBM_01888	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7FEB7
contig_31	cds	170409	172001	-	HENGBM_01889	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8B1FA
contig_31	cds	171985	172995	-	HENGBM_01890	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZFR2
contig_31	cds	173033	174304	-	HENGBM_01891	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8A1A8
contig_31	cds	174301	175473	-	HENGBM_01892	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B84413
contig_31	cds	175470	176792	-	HENGBM_01893	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W340
contig_31	cds	176854	177444	-	HENGBM_01894	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W490
contig_31	cds	177632	177847	+	HENGBM_01895	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8CE66
contig_31	cds	177844	178173	+	HENGBM_01896	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K0C576
contig_31	ncRNA	178208	178393	+	HENGBM_01897	103.6	6.7e-19	-	-	-	RFAM:RF00013
contig_31	cds	178507	179091	+	HENGBM_01898	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B84574
contig_31	cds	179092	179244	-	HENGBM_01899	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4D6
contig_31	cds	179750	181267	-	HENGBM_01900	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8D3E2
contig_31	cds	181398	184625	-	HENGBM_01901	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B84DBF
contig_31	cds	184637	185986	-	HENGBM_01902	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B83EEC
contig_31	cds	186109	186318	-	HENGBM_01903	-	-	-	-	-	-
contig_31	cds	186343	186996	-	HENGBM_01904	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7F7D5
contig_31	cds	187357	187791	+	HENGBM_01905	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W8Q2
contig_31	cds	187838	188125	-	HENGBM_01906	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B85F55
contig_31	cds	188269	189246	-	HENGBM_01907	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B914FC
contig_31	cds	189418	189870	-	HENGBM_01908	241.0	1.1e-79	1.0	0.993	0.900	UniRef:UniRef90_K0C7R8
contig_31	cds	190010	190636	-	HENGBM_01909	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZET3
contig_31	cds	190893	191957	-	HENGBM_01910	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZHK2
contig_31	cds	192046	193209	-	HENGBM_01911	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7F327
contig_31	cds	193283	194299	-	HENGBM_01912	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B848A4
contig_31	cds	194337	196343	-	HENGBM_01913	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8B3CD
contig_31	cds	196318	196530	-	HENGBM_01914	-	-	-	-	-	-
contig_31	cds	196583	198118	+	HENGBM_01915	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8C140
contig_31	cds	198139	199404	+	HENGBM_01916	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8B5ED
contig_31	cds	199425	200720	+	HENGBM_01917	822.0	2.6e-300	1.0	1.0	0.944	UniRef:UniRef90_UPI0029341441
contig_31	cds	200746	201489	+	HENGBM_01918	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7EF02
contig_31	cds	201512	202225	-	HENGBM_01919	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8202B
contig_31	cds	202222	203844	-	HENGBM_01920	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B84258
contig_31	cds	203868	205394	-	HENGBM_01921	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00047CF0D5
contig_31	cds	205399	205863	-	HENGBM_01922	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8DB0E
contig_31	cds	205874	206851	-	HENGBM_01923	610.0	4.5e-220	0.997	0.997	0.963	UniRef:UniRef90_K0C554
contig_31	cds	206861	208117	-	HENGBM_01924	786.0	2.0e-286	1.0	0.998	0.940	UniRef:UniRef90_K0C7L6
contig_31	cds	208393	209406	+	HENGBM_01925	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8F820
contig_31	cds	209452	210600	+	HENGBM_01926	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W5Z8
contig_31	ncRNA-region	210617	210694	+	-	59.7	5.2e-08	-	-	-	RFAM:RF01057
contig_31	cds	210715	212103	+	HENGBM_01927	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8E788
contig_31	cds	212239	213066	+	HENGBM_01928	553.0	2.4e-199	1.0	1.0	0.985	UniRef:UniRef90_K0C7L3
contig_31	cds	213227	213694	+	HENGBM_01929	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3WA25
contig_31	cds	213730	214602	-	HENGBM_01930	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W8R1
contig_31	cds	214759	215868	+	HENGBM_01931	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7FA45
contig_31	cds	215929	216780	+	HENGBM_01932	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B81928
contig_31	cds	216929	218278	-	HENGBM_01933	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W8N3
contig_31	cds	218401	219687	-	HENGBM_01934	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8A1CF
contig_31	cds	219961	221217	-	HENGBM_01935	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W8C2
contig_31	cds	221254	222510	-	HENGBM_01936	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7E144
contig_31	cds	222570	223685	-	HENGBM_01937	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8C1A2
contig_31	cds	223867	224148	-	HENGBM_01938	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZHJ7
contig_31	cds	224286	225086	-	HENGBM_01939	521.0	5.5e-187	1.0	0.996	0.996	UniRef:UniRef90_A0A9Q3ZEV3
contig_31	cds	225089	226243	-	HENGBM_01940	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8017D
contig_31	cds	226329	227297	-	HENGBM_01941	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZIF0
contig_31	cds	227429	228004	-	HENGBM_01942	375.0	1.4e-131	1.0	1.0	0.963	UniRef:UniRef90_A0A9Q3W8K0
contig_31	cds	227979	229391	-	HENGBM_01943	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B83153
contig_31	cds	229391	230740	-	HENGBM_01944	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0004B8046D
contig_31	cds	231000	232205	+	HENGBM_01945	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W8T2
contig_31	cds	232243	232944	+	HENGBM_01946	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8498C
contig_31	cds	232934	233908	+	HENGBM_01947	611.0	2.0e-220	1.0	1.0	0.981	UniRef:UniRef90_K0C537
contig_31	cds	234173	235036	+	HENGBM_01948	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W8P1
contig_31	cds	235206	235577	+	HENGBM_01949	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W8Q8
contig_31	cds	235581	235781	+	HENGBM_01950	127.0	3.5e-37	1.0	0.985	0.985	UniRef:UniRef90_A0A9Q3W8D3
contig_31	cds	235778	236611	+	HENGBM_01951	469.0	3.4e-166	0.935	1.0	0.915	UniRef:UniRef90_A0A9Q3WA88
contig_31	cds	236617	237333	+	HENGBM_01952	481.0	6.2e-172	1.0	1.0	0.966	UniRef:UniRef90_K0C533
contig_31	cds	237475	238077	-	HENGBM_01953	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B8AB86
contig_31	cds	238226	239548	-	HENGBM_01954	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F458430
contig_31	cds	239815	240972	+	HENGBM_01955	800.0	2.4e-293	1.0	1.0	0.997	UniRef:UniRef90_K0CAL8
contig_31	cds	240962	241591	+	HENGBM_01956	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3ZIF2
contig_31	cds	241617	242219	+	HENGBM_01957	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W8L3
contig_31	cds	242216	243373	+	HENGBM_01958	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W9G8
contig_31	cds	243741	244895	+	HENGBM_01959	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W9Q8
contig_31	cds	244904	248005	+	HENGBM_01960	1907.0	0.0	1.0	0.999	0.991	UniRef:UniRef90_K0C7M6
contig_31	cds	248182	248724	-	HENGBM_01961	369.0	2.4e-129	1.0	1.0	0.994	UniRef:UniRef90_K0C523
contig_31	cds	248762	249112	-	HENGBM_01962	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W9H8
contig_31	cds	249421	250230	-	HENGBM_01963	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W981
contig_31	cds	250451	252460	+	HENGBM_01964	1290.0	0.0	0.997	0.997	0.988	UniRef:UniRef90_K0CAL1
contig_31	cds	252533	253735	+	HENGBM_01965	789.0	2.1e-288	1.0	1.0	0.955	UniRef:UniRef90_A0A9Q3W4Y8
contig_31	cds	253873	254253	-	HENGBM_01966	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B805C1
contig_31	cds	254250	254459	-	HENGBM_01967	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003B7E85B
contig_31	cds	254658	255965	-	HENGBM_01968	781.0	3.5e-284	1.0	1.0	0.991	UniRef:UniRef90_K0C9S3
contig_31	cds	255962	256462	-	HENGBM_01969	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000C116E43
contig_31	cds	256472	257470	-	HENGBM_01970	599.0	1.4e-215	1.0	1.0	0.946	UniRef:UniRef90_K0C7L8
contig_31	cds	257491	258678	-	HENGBM_01971	763.0	4.6e-278	1.0	1.0	0.970	UniRef:UniRef90_K0C517
contig_31	cds	258856	259977	-	HENGBM_01972	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006D5BEE7
contig_31	cds	260145	260927	+	HENGBM_01973	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006D5B90E
contig_31	cds	260959	262848	-	HENGBM_01974	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00135C3DDC
contig_31	cds	262895	264643	-	HENGBM_01975	1054.0	0.0	1.0	1.0	0.997	UniRef:UniRef90_UPI000BCCB46E
contig_31	cds	264645	264929	-	HENGBM_01976	176.0	7.3e-56	1.0	1.0	0.957	UniRef:UniRef90_A0A9Q3W7V0
contig_31	cds	264934	265635	-	HENGBM_01977	430.0	4.1e-152	0.961	1.0	0.973	UniRef:UniRef90_A0A9Q3W9H1
contig_31	cds	265661	266533	-	HENGBM_01978	523.0	1.2e-186	1.0	1.0	0.962	UniRef:UniRef90_A0A9Q3W974
contig_31	cds	266526	267446	-	HENGBM_01979	561.0	3.3e-201	1.0	1.0	0.993	UniRef:UniRef90_UPI0006D77E73
contig_31	cds	267433	268605	-	HENGBM_01980	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A9Q3W4X7
contig_31	cds	268615	269814	-	HENGBM_01981	774.0	2.1e-282	0.992	1.0	1.0	UniRef:UniRef90_A0A9Q3W8T9
contig_31	cds	269811	270983	-	HENGBM_01982	739.0	8.7e-269	1.0	1.0	0.995	UniRef:UniRef90_A0A9Q3W7N1
contig_31	cds	270973	271881	-	HENGBM_01983	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006D5BC26
contig_31	cds	271924	272364	-	HENGBM_01984	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0006D76B77
