# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_24	cds	30067	31689	+	HENGBM_01391	ddpA	ABC transporter extracellular solute-binding protein	COG:COG0747, COG:E, RefSeq:WP_022997330.1, SO:0001217, UniParc:UPI0003B8263B, UniRef:UniRef100_A0A9Q3ZF29, UniRef:UniRef50_N6WWA6, UniRef:UniRef90_K0CGI7
contig_24	cds	31693	32724	+	HENGBM_01392	dppB	Dipeptide ABC transporter, permease protein DppB	COG:COG0601, COG:EP, RefSeq:WP_022997329.1, SO:0001217, UniParc:UPI0003B874FE, UniRef:UniRef100_UPI0003B874FE, UniRef:UniRef50_K8PJN0, UniRef:UniRef90_K0CJ40
contig_24	cds	32729	33589	+	HENGBM_01393	dppC	Dipeptide ABC transporter, permease protein DppC	COG:COG1173, COG:EP, RefSeq:WP_022997328.1, SO:0001217, UniParc:UPI0003B8BC66, UniRef:UniRef100_A0A9Q3ZDE7, UniRef:UniRef50_K8PGJ2, UniRef:UniRef90_K0CLI8
contig_24	cds	33599	35293	+	HENGBM_01394	nikD	nickel import ATP-binding protein NikD	COG:COG4172, COG:Q, EC:7.2.2.-, GO:0005886, GO:0015413, GO:0015675, GO:0016151, GO:0043190, RefSeq:WP_051414237.1, SO:0001217, UniParc:UPI0004BCA041, UniRef:UniRef100_UPI0004BCA041, UniRef:UniRef50_A0A163V2H8, UniRef:UniRef90_K0CLW3
contig_24	cds	35416	36930	-	HENGBM_01395		Aldehyde dehydrogenase	RefSeq:WP_022997326.1, SO:0001217, UniParc:UPI0003B8A392, UniRef:UniRef100_UPI0003B8A392, UniRef:UniRef50_A0A2C9T0E1, UniRef:UniRef90_K0CJQ7
contig_24	cds	37005	39101	-	HENGBM_01396	gcd	Dehydrogenase, PQQ dependent	COG:COG4993, COG:G, EC:1.1.9.1, KEGG:K17760, RefSeq:WP_026948772.1, SO:0001217, UniParc:UPI00047BBEB7, UniRef:UniRef100_UPI00047BBEB7, UniRef:UniRef50_Q9AF95, UniRef:UniRef90_K0CGH4
contig_24	cds	39177	40100	-	HENGBM_01397	sphA	Quinohemoprotein alcohol dehydrogenase protein	COG:COG4313, COG:M, RefSeq:WP_026948771.1, SO:0001217, UniParc:UPI000479E715, UniRef:UniRef100_UPI000479E715, UniRef:UniRef50_Q471V3, UniRef:UniRef90_K0CJ28
contig_24	cds	40384	42270	+	HENGBM_01398	acoR	Sigma-54-dependent transcriptional regulator	COG:COG3284, COG:K, KEGG:K21405, RefSeq:WP_051414235.1, SO:0001217, UniParc:UPI0004B30DBE, UniRef:UniRef100_UPI0004B30DBE, UniRef:UniRef50_A0A0K1UAJ5, UniRef:UniRef90_K0CLH8
contig_24	cds	42545	43387	-	HENGBM_01399		Metal-dependent hydrolase	COG:COG3687, COG:R, KEGG:K07044, RefSeq:WP_026948769.1, SO:0001217, UniParc:UPI00047B0E73, UniRef:UniRef100_UPI00047B0E73, UniRef:UniRef50_A0A0B4XQD0, UniRef:UniRef90_A0A9Q3W465
contig_24	cds	43521	44480	+	HENGBM_01400		hypothetical protein	RefSeq:WP_231504702.1, SO:0001217, UniParc:UPI0004AF9072, UniRef:UniRef100_UPI0004AF9072, UniRef:UniRef50_K0CJQ0, UniRef:UniRef90_K0CJQ0
contig_24	cds	44511	47333	-	HENGBM_01401		PAS fold family	COG:COG5001, COG:T, SO:0001217, UniRef:UniRef50_A0A845MNH2, UniRef:UniRef90_K0CGH0
contig_24	cds	47549	49711	+	HENGBM_01402	uvrD	DNA helicase II	COG:COG0210, COG:L, EC:3.6.4.12, GO:0003677, GO:0003678, GO:0005524, GO:0006268, GO:0016787, RefSeq:WP_022997319.1, SO:0001217, UniParc:UPI0003B7EC14, UniRef:UniRef100_A0A9Q3ZBQ4, UniRef:UniRef50_A0A516HH30, UniRef:UniRef90_K0CJ21
contig_24	cds	49859	50989	+	HENGBM_01403	fcbT1	TRAP-type transports system extracellular solute binding protein	COG:COG4663, COG:Q, RefSeq:WP_022997318.1, SO:0001217, UniParc:UPI0003B8BA4C, UniRef:UniRef100_A0A9Q3ZDF2, UniRef:UniRef50_W6R911, UniRef:UniRef90_K0CLH1
contig_24	cds	51039	51431	-	HENGBM_01404	yciA	Acyl-CoA thioester hydrolase, putative	COG:COG1607, COG:I, RefSeq:WP_014996682.1, SO:0001217, UniParc:UPI000286B293, UniRef:UniRef100_K0CLV4, UniRef:UniRef50_Q5ZRP7, UniRef:UniRef90_K0CLV4
contig_24	cds	51436	52818	-	HENGBM_01405	fcbT3	TRAP transporter large permease protein	COG:COG4664, COG:Q, RefSeq:WP_026948767.1, SO:0001217, UniParc:UPI00047B0461, UniRef:UniRef100_A0A9Q3W1H1, UniRef:UniRef50_R4YUQ4, UniRef:UniRef90_K0CJP3
contig_24	cds	52809	53372	-	HENGBM_01406	fcbT2	TRAP transporter small permease protein	COG:COG4665, COG:Q, RefSeq:WP_309599194.1, SO:0001217, UniParc:UPI00286CE94A, UniRef:UniRef100_A0A9Q3W2U5, UniRef:UniRef50_K0CGG3, UniRef:UniRef90_K0CGG3
contig_24	cds	53617	54675	+	HENGBM_01407	pstS	Phosphate ABC transporter, periplasmic binding protein-like protein	COG:COG0226, COG:P, SO:0001217, UniRef:UniRef50_W6K897, UniRef:UniRef90_K0CJ14
contig_24	cds	54822	56210	+	HENGBM_01408	pstC	phosphate ABC transporter permease subunit PstC	COG:COG0573, COG:P, GO:0005886, GO:0006817, GO:0015415, GO:0055052, RefSeq:WP_022997313.1, SO:0001217, UniParc:UPI0003B90D03, UniRef:UniRef100_A0A9Q3W2U3, UniRef:UniRef50_A0AA86GKS4, UniRef:UniRef90_K0CLG4
contig_24	cds	56245	57513	+	HENGBM_01409	pstA	phosphate ABC transporter permease PstA	COG:COG0581, COG:P, GO:0005886, GO:0006817, GO:0015415, GO:0055052, RefSeq:WP_022997312.1, SO:0001217, UniParc:UPI0003B83266, UniRef:UniRef100_A0A9Q3W357, UniRef:UniRef50_A0A2N1DKK6, UniRef:UniRef90_K0CLV0
contig_24	cds	57541	58431	+	HENGBM_01410	pstB	phosphate ABC transporter ATP-binding protein PstB	COG:COG1117, COG:P, EC:7.3.2.1, GO:0005524, GO:0006817, GO:0009898, GO:0015415, GO:0055052, RefSeq:WP_022997311.1, SO:0001217, UniParc:UPI0003B91665, UniRef:UniRef100_A0A9Q3W3N4, UniRef:UniRef50_P0CAT6, UniRef:UniRef90_K0CJN5
contig_24	cds	58457	59170	+	HENGBM_01411	phoU	phosphate signaling complex protein PhoU	COG:COG0704, COG:P, GO:0006817, GO:0030643, GO:0045936, RefSeq:WP_022997310.1, SO:0001217, UniParc:UPI0003B8AD45, UniRef:UniRef100_A0A9Q3W1X2, UniRef:UniRef50_Q51547, UniRef:UniRef90_K0CGF9
contig_24	cds	59318	59635	+	HENGBM_01412	arsR	Arsenic resistance transcriptional regulator	COG:COG0640, COG:K, RefSeq:WP_022997309.1, SO:0001217, UniParc:UPI0003B81BFB, UniRef:UniRef100_A0A9Q3W2P4, UniRef:UniRef50_K0CJ07, UniRef:UniRef90_K0CJ07
contig_24	cds	59658	60152	+	HENGBM_01413	wzb	Protein-tyrosine phosphatase, low molecular weight	COG:COG0394, COG:T, EC:1.20.4.4, KEGG:K03741, RefSeq:WP_022997308.1, SO:0001217, UniParc:UPI0003B883B1, UniRef:UniRef100_A0A9Q3W1E7, UniRef:UniRef50_K0CLF8, UniRef:UniRef90_K0CLF8
contig_24	cds	60155	61444	+	HENGBM_01414	arsB	Arsenical pump membrane protein	COG:COG1055, COG:P, KEGG:K03893, RefSeq:WP_026948765.1, SO:0001217, UniParc:UPI00047CF253, UniRef:UniRef100_UPI00047CF253, UniRef:UniRef50_Q5HF02, UniRef:UniRef90_K0CLU6
contig_24	cds	61456	62160	+	HENGBM_01415	arsH	arsenical resistance protein ArsH	COG:C, COG:COG0431, GO:0046685, KEGG:K11811, RefSeq:WP_022997306.1, SO:0001217, UniParc:UPI0003B86354, UniRef:UniRef100_A0A9Q3ZBD2, UniRef:UniRef50_P74312, UniRef:UniRef90_A0A9Q3ZBD2
contig_24	cds	62294	62854	-	HENGBM_01416	hdeD	HdeD family acid-resistance protein	COG:COG3247, COG:R, RefSeq:WP_022997305.1, SO:0001217, UniParc:UPI0003B8C378, UniRef:UniRef100_UPI0003B8C378, UniRef:UniRef50_K0CGF4, UniRef:UniRef90_K0CGF4
contig_24	cds	62954	63493	-	HENGBM_01417	yaeQ	Cellulose synthase operon C protein	COG:COG4681, COG:S, RefSeq:WP_022997304.1, SO:0001217, UniParc:UPI0003B8C0A8, UniRef:UniRef100_A0A9Q3ZBQ9, UniRef:UniRef50_Q6LJH9, UniRef:UniRef90_K0CJ01
contig_24	cds	63513	64061	-	HENGBM_01418	gdt1	GDT1 family protein	COG:COG2119, COG:R, RefSeq:WP_022997303.1, SO:0001217, UniParc:UPI0003B8FE23, UniRef:UniRef100_UPI0003B8FE23, UniRef:UniRef50_A0A418XZH2, UniRef:UniRef90_K0CLF2
contig_24	cds	64390	64749	-	HENGBM_01419		DUF2306 domain-containing protein	RefSeq:WP_022997302.1, SO:0001217, UniParc:UPI0003B880DC, UniRef:UniRef100_A0A9Q3ZGN3, UniRef:UniRef50_A0A1Y1R0Y4, UniRef:UniRef90_A0A9Q3ZGN3
contig_24	cds	64833	65420	+	HENGBM_01420		TetR/AcrR family transcriptional regulator	RefSeq:WP_022997301.1, SO:0001217, UniParc:UPI0003B84198, UniRef:UniRef100_A0A9Q3W1I0, UniRef:UniRef50_K0CJM3, UniRef:UniRef90_A0A9Q3W1I0
contig_24	cds	65447	65653	+	HENGBM_01421	slyX	Protein SlyX-like protein	COG:COG2900, COG:S, RefSeq:WP_022997300.1, SO:0001217, UniParc:UPI0003B82E32, UniRef:UniRef100_A0A9Q3W2V6, UniRef:UniRef50_K0CGE8, UniRef:UniRef90_K0CGE8
contig_24	cds	65722	67032	-	HENGBM_01422	phoR	phosphate regulon sensor histidine kinase PhoR	COG:COG5002, COG:T, EC:2.7.13.3, GO:0000155, GO:0000160, GO:0006796, GO:0006817, RefSeq:WP_022997299.1, SO:0001217, UniParc:UPI0003B8010C, UniRef:UniRef100_A0A9Q3VYP7, UniRef:UniRef50_A0A2N1YM87, UniRef:UniRef90_K0CIZ4
contig_24	cds	67109	67813	-	HENGBM_01423	phoB	phosphate regulon transcriptional regulator PhoB	COG:COG0745, COG:TK, GO:0000156, GO:0000160, GO:0003677, GO:0006355, GO:0006817, RefSeq:WP_022997298.1, SO:0001217, UniParc:UPI0003B8A778, UniRef:UniRef100_A0A9Q3W2V3, UniRef:UniRef50_P45605, UniRef:UniRef90_K0CLE5
contig_24	cds	67950	68822	-	HENGBM_01424	ubiA	4-hydroxybenzoate octaprenyltransferase	COG:COG0382, COG:H, EC:2.5.1.39, GO:0006744, GO:0008412, RefSeq:WP_022997297.1, SO:0001217, UniParc:UPI0003B8EC8E, UniRef:UniRef100_A0A9Q3W366, UniRef:UniRef50_A4STB5, UniRef:UniRef90_K0CLT9
contig_24	cds	68834	69355	-	HENGBM_01425	ubiC	putative chorismate pyruvate-lyase	COG:COG3161, COG:H, EC:4.1.3.40, KEGG:K03181, RefSeq:WP_022997296.1, SO:0001217, UniParc:UPI0003B869B8, UniRef:UniRef100_UPI0003B869B8, UniRef:UniRef50_K0CJL6, UniRef:UniRef90_K0CJL6
contig_24	cds	69603	69767	+	HENGBM_01426		rubredoxin	GO:0005506, GO:0009055, GO:0072592, RefSeq:WP_022997295.1, SO:0001217, UniParc:UPI0003B8A548, UniRef:UniRef100_A0A9Q3W1Y2, UniRef:UniRef50_Q9AL94, UniRef:UniRef90_B4X2N2
contig_24	cds	69821	70969	+	HENGBM_01427	nirB	Pyridine nucleotide-disulfide oxidoreductase, putative	COG:C, COG:COG1251, RefSeq:WP_026948763.1, SO:0001217, UniParc:UPI00047CA5B2, UniRef:UniRef100_UPI00047CA5B2, UniRef:UniRef50_Q0VTB0, UniRef:UniRef90_K0CIY8
contig_24	cds	70999	71379	+	HENGBM_01428		SCP2 domain-containing protein	RefSeq:WP_014996658.1, SO:0001217, UniParc:UPI000286B173, UniRef:UniRef100_K0CLE2, UniRef:UniRef50_Q0VTB1, UniRef:UniRef90_K0CLE2
contig_24	cds	71496	71912	+	HENGBM_01429	gloA	Putative glyoxalase, includes bleomycin resistance proteins and dioxygenase	COG:COG0346, COG:Q, RefSeq:WP_022997293.1, SO:0001217, UniParc:UPI0003B89E23, UniRef:UniRef100_UPI0003B89E23, UniRef:UniRef50_R7WP03, UniRef:UniRef90_K0CLT6
contig_24	cds	72003	72581	+	HENGBM_01430		hypothetical protein	PFAM:PF25135.1, RefSeq:WP_022997292.1, SO:0001217, UniParc:UPI0003B9075E, UniRef:UniRef100_UPI0003B9075E, UniRef:UniRef50_K0CJK9, UniRef:UniRef90_K0CJK9
contig_24	cds	72557	73411	-	HENGBM_01431	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_051414233.1, SO:0001217, UniParc:UPI0004B659AC, UniRef:UniRef100_UPI0004B659AC, UniRef:UniRef50_A0A9Q3ZDG3, UniRef:UniRef90_A0A9Q3ZDG3
contig_24	cds	73521	74120	+	HENGBM_01432	pncA	Isochorismatase hydrolase	COG:COG1335, COG:HR, RefSeq:WP_022997290.1, SO:0001217, UniParc:UPI0003B877DA, UniRef:UniRef100_UPI0003B877DA, UniRef:UniRef50_K0CIY1, UniRef:UniRef90_K0CIY1
contig_24	cds	74263	74700	-	HENGBM_01433	gloA	Putative glyoxalase protein	COG:COG0346, COG:Q, RefSeq:WP_026948762.1, SO:0001217, UniParc:UPI0004791C32, UniRef:UniRef100_A0A9Q3W1J0, UniRef:UniRef50_A0A6B8W9A8, UniRef:UniRef90_K0CLD6
contig_24	cds	74726	75310	-	HENGBM_01434		O-methyltransferase	RefSeq:WP_026948761.1, SO:0001217, UniParc:UPI00047A7B3B, UniRef:UniRef100_UPI00047A7B3B, UniRef:UniRef50_A0A9Q3W2W5, UniRef:UniRef90_A0A9Q3W2W5
contig_24	cds	75409	76104	-	HENGBM_01435	glxA	DJ-1/PfpI family	COG:COG4977, COG:K, RefSeq:WP_026948760.1, SO:0001217, UniParc:UPI00047DF021, UniRef:UniRef100_UPI00047DF021, UniRef:UniRef50_A0AAW7X4Z1, UniRef:UniRef90_K0CIX5
contig_24	cds	76933	78234	-	HENGBM_01436	norM	MATE efflux family protein, putative	COG:COG0534, COG:V, RefSeq:WP_026948759.1, SO:0001217, UniParc:UPI00047CEABF, UniRef:UniRef100_UPI00047CEABF, UniRef:UniRef50_K0CLS9, UniRef:UniRef90_K0CLS9
contig_24	cds	78236	79021	-	HENGBM_01437	znuB	zinc ABC transporter permease subunit ZnuB	COG:COG1108, COG:P, EC:7.2.2.-, GO:0042626, GO:0055085, RefSeq:WP_026948758.1, SO:0001217, UniParc:UPI00047B801C, UniRef:UniRef100_UPI00047B801C, UniRef:UniRef50_P39832, UniRef:UniRef90_K0CJJ8
contig_24	cds	79014	79793	-	HENGBM_01438	znuC	zinc ABC transporter ATP-binding protein ZnuC	COG:COG1121, COG:P, EC:7.2.2.-, GO:0005524, GO:0006829, GO:0015633, RefSeq:WP_026948757.1, SO:0001217, UniParc:UPI00047C4E7F, UniRef:UniRef100_UPI00047C4E7F, UniRef:UniRef50_Q8DFQ4, UniRef:UniRef90_K0CGC7
contig_24	cds	80161	81045	+	HENGBM_01439	znuA	High-affinity zinc uptake system protein ZnuA	COG:COG4531, COG:P, RefSeq:WP_026948756.1, SO:0001217, UniParc:UPI00047D6ACD, UniRef:UniRef100_A0A9Q3W2R3, UniRef:UniRef50_A0A095SGK9, UniRef:UniRef90_K0CIW9
contig_24	cds	81124	82251	+	HENGBM_01440		Cellulase	RefSeq:WP_026948755.1, SO:0001217, UniParc:UPI00047A5028, UniRef:UniRef100_UPI00047A5028, UniRef:UniRef50_K0CLC6, UniRef:UniRef90_K0CLC6
contig_24	cds	82276	83193	-	HENGBM_01441	srkA	Homoserine kinase	COG:COG2334, COG:T, EC:2.7.1.39, KEGG:K02204, RefSeq:WP_022997281.1, SO:0001217, UniParc:UPI0003B8EBEC, UniRef:UniRef100_A0A9Q3W493, UniRef:UniRef50_K0CLS6, UniRef:UniRef90_K0CLS6
contig_24	cds	83356	84387	+	HENGBM_01442	aes	Alpha/beta hydrolase fold domain protein	COG:COG0657, COG:I, RefSeq:WP_022997280.1, SO:0001217, UniParc:UPI0003B89352, UniRef:UniRef100_A0A9Q3ZBE2, UniRef:UniRef50_Q0VTL7, UniRef:UniRef90_K0CJJ4
contig_24	cds	84642	87407	+	HENGBM_01443	polA	DNA polymerase I	COG:COG0749, COG:L, EC:2.7.7.7, GO:0003676, GO:0003677, GO:0003887, GO:0006261, GO:0008408, RefSeq:WP_284455563.1, SO:0001217, UniParc:UPI0024E1C8CC, UniRef:UniRef100_UPI0024E1C8CC, UniRef:UniRef50_A0A2Z6UKS9, UniRef:UniRef90_K0CGC1
contig_24	cds	87476	88141	+	HENGBM_01444	tmpT	thiopurine S-methyltransferase	EC:2.1.1.67, GO:0008119, GO:0010038, KEGG:K00569, RefSeq:WP_026948753.1, SO:0001217, UniParc:UPI00047C1464, UniRef:UniRef100_UPI00047C1464, UniRef:UniRef50_A0A640WI55, UniRef:UniRef90_K0CIW4
contig_24	cds	88160	88759	-	HENGBM_01445	trmY	tRNA (pseudouridine(54)-N(1))-methyltransferase TrmY	COG:COG1901, COG:J, EC:2.1.1.257, KEGG:K16317, RefSeq:WP_026948752.1, SO:0001217, UniParc:UPI00047C63D6, UniRef:UniRef100_A0A9Q3ZBR9, UniRef:UniRef50_Q9KKP3, UniRef:UniRef90_A0A9Q3ZBR9
contig_24	cds	88855	89148	-	HENGBM_01446	higA	HigA family addiction module antitoxin	COG:COG3093, COG:V, GO:0003677, RefSeq:WP_014996637.1, SO:0001217, UniParc:UPI000286B15E, UniRef:UniRef100_A0A9Q3ZDG8, UniRef:UniRef50_A0A5S9PZU4, UniRef:UniRef90_A0A9Q3ZDG8
contig_24	cds	89148	89426	-	HENGBM_01447	higB	Type II toxin-antitoxin system RelE/ParE family toxin	COG:COG3549, COG:V, RefSeq:WP_026948751.1, SO:0001217, UniParc:UPI00047D2BF6, UniRef:UniRef100_UPI00047D2BF6, UniRef:UniRef50_A0A0A1YGL4, UniRef:UniRef90_A0A9Q3ZGP1
contig_24	cds	89548	90033	+	HENGBM_01448	yajQ	YajQ family cyclic di-GMP-binding protein	COG:COG1666, COG:T, KEGG:K09767, RefSeq:WP_026948750.1, SO:0001217, UniParc:UPI00047CBBD3, UniRef:UniRef100_UPI00047CBBD3, UniRef:UniRef50_Q5ZWB8, UniRef:UniRef90_K0CGB5
contig_24	cds	90064	90594	+	HENGBM_01449		Transmembrane protein	RefSeq:WP_026948749.1, SO:0001217, UniParc:UPI00047E7FEC, UniRef:UniRef100_UPI00047E7FEC, UniRef:UniRef50_K0CIV9, UniRef:UniRef90_A0A9Q3W2X5
contig_24	cds	90875	92962	+	HENGBM_01450	viaA	Protein containing a von Willebrand factor type A domain	COG:COG2425, COG:S, SO:0001217, UniRef:UniRef50_A0A1T2L7B3, UniRef:UniRef90_K0CLC0
contig_24	cds	93140	93616	+	HENGBM_01451	aHP1	Glutathione-dependent peroxiredoxin	COG:COG0678, COG:O, RefSeq:WP_022997273.1, SO:0001217, UniParc:UPI0003B8E3F6, UniRef:UniRef100_A0A9Q3W2X1, UniRef:UniRef50_A0A1G5M9B2, UniRef:UniRef90_K0CLR7
contig_24	cds	93753	94562	+	HENGBM_01452	mscS	Small-conductance mechanosensitive channel	COG:COG0668, COG:M, RefSeq:WP_026948747.1, SO:0001217, UniParc:UPI00047E81DB, UniRef:UniRef100_A0A9Q3W388, UniRef:UniRef50_A0A5B7YB74, UniRef:UniRef90_K0CJI8
contig_24	cds	94615	95232	+	HENGBM_01453	gstA	Glutathione S-transferase domain protein	COG:COG0625, COG:O, RefSeq:WP_055100342.1, SO:0001217, UniParc:UPI0006D5B94F, UniRef:UniRef100_UPI0006D5B94F, UniRef:UniRef50_A0A1C0U1W2, UniRef:UniRef90_K0CGA9
contig_24	cds	95598	97496	+	HENGBM_01454		Putative secreted protein	SO:0001217, UniRef:UniRef50_L0WEL0, UniRef:UniRef90_K0CIV3
contig_24	cds	97657	97998	-	HENGBM_01455		DUF3301 domain-containing protein	RefSeq:WP_022997269.1, SO:0001217, UniParc:UPI0003B8CD6C, UniRef:UniRef100_A0A9Q3W2S3, UniRef:UniRef50_A0A095SIG4, UniRef:UniRef90_K0CLB6
contig_24	cds	98087	98320	+	HENGBM_01456		hypothetical protein	RefSeq:WP_035450709.1, SO:0001217, UniParc:UPI0004BA692E, UniRef:UniRef100_UPI0004BA692E, UniRef:UniRef50_A0A9Q3W1H8, UniRef:UniRef90_A0A9Q3W1H8
contig_24	cds	98325	99086	-	HENGBM_01457	yadH	Transport permease protein	COG:COG0842, COG:V, RefSeq:WP_022997267.1, SO:0001217, UniParc:UPI0003B8EDFB, UniRef:UniRef100_UPI0003B8EDFB, UniRef:UniRef50_A0A0Q9YNW6, UniRef:UniRef90_K0CJI3
contig_24	cds	99083	100042	-	HENGBM_01458	rbbA	ABC-type multidrug transport system, ATPase component	COG:COG1131, COG:JV, RefSeq:WP_022997266.1, SO:0001217, UniParc:UPI0003B8F387, UniRef:UniRef100_A0A9Q3ZBE7, UniRef:UniRef50_K8P736, UniRef:UniRef90_K0CGA5
contig_24	cds	100174	100635	+	HENGBM_01459	soxR	redox-sensitive transcriptional activator SoxR	COG:COG0789, COG:K, GO:0003700, GO:0006355, GO:0006979, GO:0051537, KEGG:K13639, RefSeq:WP_026948745.1, SO:0001217, UniParc:UPI00047A3163, UniRef:UniRef100_UPI00047A3163, UniRef:UniRef50_A0A6G6IUC2, UniRef:UniRef90_K0CIU9
contig_24	cds	100643	101254	-	HENGBM_01460		hypothetical protein	RefSeq:WP_026948744.1, SO:0001217, UniParc:UPI00047EF52B, UniRef:UniRef100_UPI00047EF52B, UniRef:UniRef50_K0CLB1, UniRef:UniRef90_K0CLB1
contig_24	cds	101244	102962	-	HENGBM_01461		Transmembrane protein	RefSeq:WP_026948743.1, SO:0001217, UniParc:UPI00047E73DD, UniRef:UniRef100_UPI00047E73DD, UniRef:UniRef50_K0CLQ9, UniRef:UniRef90_K0CLQ9
contig_24	cds	103150	104019	+	HENGBM_01462	gph	phosphoglycolate phosphatase	COG:C, COG:COG0546, RefSeq:WP_022997262.1, SO:0001217, UniParc:UPI0003B91837, UniRef:UniRef100_UPI0003B91837, UniRef:UniRef50_K0CJH7, UniRef:UniRef90_K0CJH7
contig_24	cds	104417	105526	+	HENGBM_01463	dctP	TRAP transporter substrate-binding protein DctP	COG:COG1638, COG:G, RefSeq:WP_022997261.1, SO:0001217, UniParc:UPI0003B8120E, UniRef:UniRef100_UPI0003B8120E, UniRef:UniRef50_A0A9Q3W1L0, UniRef:UniRef90_A0A9Q3W1L0
contig_24	cds	105594	106151	+	HENGBM_01464	dctM	TRAP transporter small permease protein	COG:COG3090, COG:G, RefSeq:WP_022997260.1, SO:0001217, UniParc:UPI0003B86BDA, UniRef:UniRef100_UPI0003B86BDA, UniRef:UniRef50_K0CIU4, UniRef:UniRef90_K0CIU4
contig_24	cds	106162	107469	+	HENGBM_01465	dctQ	TRAP transporter large permease protein	COG:COG1593, COG:G, RefSeq:WP_022997259.1, SO:0001217, UniParc:UPI0003B84865, UniRef:UniRef100_UPI0003B84865, UniRef:UniRef50_A0A1X6YEL6, UniRef:UniRef90_K0CLA6
contig_24	cds	107597	108517	-	HENGBM_01466	lysR	Putative: uncharacterized HTH-type transcriptional regulator ywbI-like protein	COG:COG0583, COG:K, RefSeq:WP_022997258.1, SO:0001217, UniParc:UPI0003B81CEC, UniRef:UniRef100_A0A2G2NP82, UniRef:UniRef50_A0A5A9Z142, UniRef:UniRef90_K0CLQ5
contig_24	cds	108519	109271	-	HENGBM_01467		Short-chain dehydrogenase/reductase SDR	RefSeq:WP_022997257.1, SO:0001217, UniParc:UPI0003B8542A, UniRef:UniRef100_A0A9Q3W398, UniRef:UniRef50_D5RLH4, UniRef:UniRef90_K0CJH1
contig_24	cds	109568	110512	+	HENGBM_01468	thpD	ectoine hydroxylase	COG:COG5285, COG:Q, EC:1.14.11.55, GO:0016706, KEGG:K10674, RefSeq:WP_026948741.1, SO:0001217, UniParc:UPI00047C7E16, UniRef:UniRef100_UPI00047C7E16, UniRef:UniRef50_E1VA04, UniRef:UniRef90_K0CG93
contig_24	cds	110652	111542	-	HENGBM_01469	mmsB	3-hydroxyisobutyrate dehydrogenase	COG:COG2084, COG:I, EC:1.1.1.31, GO:0006574, GO:0008442, GO:0051287, RefSeq:WP_022994658.1, SO:0001217, UniParc:UPI0003B8708A, UniRef:UniRef100_A0A9Q3W8F9, UniRef:UniRef50_Q9I5I6, UniRef:UniRef90_A0A9Q3W8F9
contig_24	cds	111596	112726	-	HENGBM_01470	caiD	3-hydroxyisobutyryl-CoA hydrolase	COG:COG1024, COG:I, EC:3.1.2.4, KEGG:K05605, RefSeq:WP_055100346.1, SO:0001217, UniParc:UPI0006D5C9DA, UniRef:UniRef100_UPI0006D5C9DA, UniRef:UniRef50_B9Z3L5, UniRef:UniRef90_K0CLA1
contig_24	cds	112778	113929	-	HENGBM_01471	caiA	Isobutyryl-coa dehydrogenase	COG:COG1960, COG:I, RefSeq:WP_063141243.1, SO:0001217, UniParc:UPI0007A7596F, UniRef:UniRef100_A0A9Q3W5T9, UniRef:UniRef50_A0A2X4UA79, UniRef:UniRef90_K0CLQ1
contig_24	cds	114008	115513	-	HENGBM_01472	adhE	Methylmalonate semialdehyde dehydrogenase (Acylating)	COG:COG1012, COG:I, RefSeq:WP_022994661.1, SO:0001217, UniParc:UPI0003B81EE4, UniRef:UniRef100_A0A9Q3W8Q1, UniRef:UniRef50_P28810, UniRef:UniRef90_K0CJG6
contig_24	cds	115632	116942	-	HENGBM_01473	gntP	GntP family permease	SO:0001217, UniRef:UniRef50_A0A023CPB7, UniRef:UniRef90_A0A9Q3W9Q5
contig_24	cds	117088	117990	+	HENGBM_01474	araC	Transcriptional regulator, AraC family protein	COG:COG2207, COG:K, KEGG:K02099, RefSeq:WP_026948738.1, SO:0001217, UniParc:UPI00047C8B10, UniRef:UniRef100_UPI0004AE11BB, UniRef:UniRef50_K0CG87, UniRef:UniRef90_K0CG87
contig_24	cds	118099	119499	-	HENGBM_01475	der	DUF3482 domain-containing protein	COG:COG1160, COG:J, RefSeq:WP_022994664.1, SO:0001217, UniParc:UPI0003B8FF55, UniRef:UniRef100_UPI0003B8FF55, UniRef:UniRef50_M7CRB2, UniRef:UniRef90_A0A9Q3W8K4
contig_24	cds	119496	120839	-	HENGBM_01476		DUF2868 domain-containing protein	SO:0001217, UniRef:UniRef50_K0CL95, UniRef:UniRef90_K0CL95
contig_24	cds	120886	121131	-	HENGBM_01477		Lipoprotein	RefSeq:WP_022994666.1, SO:0001217, UniParc:UPI0003B889C4, UniRef:UniRef100_A0A9Q3W893, UniRef:UniRef50_A0A9Q3W893, UniRef:UniRef90_A0A9Q3W893
contig_24	cds	121517	124315	+	HENGBM_01478	mnhB	monovalent cation/H+ antiporter subunit A	COG:COG2111, COG:P, GO:0051139, GO:0098662, KEGG:K05559, RefSeq:WP_026948736.1, SO:0001217, UniParc:UPI00047B73F8, UniRef:UniRef100_UPI00047B73F8, UniRef:UniRef50_A0A0D5M590, UniRef:UniRef90_K0CJF9
